true_label,cnn_pred,cnn_confidence,wav2vec_pred,wav2vec_confidence,ensemble_pred,ensemble_confidence,models_agree,mobile_action,confidence_level,correct
1,1,0.7769025,1,0.9990859,1,0.89007115,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.83506817,1,0.99924856,1,0.91869307,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6086863,1,0.99913234,1,0.80755913,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6327516,1,0.99747187,1,0.818521,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.61657536,1,0.99460983,1,0.8091264,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9895131,1,0.99879223,1,0.9942394,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.88929963,1,0.9947791,1,0.94302535,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5520641,1,0.99806625,1,0.7792343,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9401411,1,0.99884665,1,0.9700426,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.5498347,0,0.021710308,0,0.28083575,False,NO_ACTION,NORMAL,True
1,1,0.510661,1,0.9869156,1,0.7532402,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.57853234,1,0.9921468,1,0.7892059,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9694364,1,0.99880135,1,0.98439336,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.65793157,1,0.98551893,1,0.8247875,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.87842155,1,0.99749327,1,0.93907046,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8642535,1,0.998475,1,0.9326189,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.26220167,1,0.770986,0,0.52134985,False,NO_ACTION,NORMAL,True
0,1,0.66223484,0,0.0002559449,0,0.3250574,False,NO_ACTION,NORMAL,True
0,0,0.41003922,0,0.0032352114,0,0.20283452,True,NO_ACTION,NORMAL,True
0,0,0.4949284,0,0.20673649,0,0.3481385,True,NO_ACTION,NORMAL,True
0,0,0.47487697,0,0.0026107335,0,0.23432922,True,NO_ACTION,NORMAL,True
1,1,0.5356346,1,0.9706863,1,0.7572272,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.84015024,1,0.99901044,1,0.92106533,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9390226,1,0.99152386,1,0.96576405,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.3379311,0,0.23978579,0,0.287941,True,NO_ACTION,NORMAL,True
1,1,0.78468204,1,0.99835193,1,0.89351434,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.51949996,1,0.9877401,1,0.75799704,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.48041376,1,0.9957203,0,0.742884,False,NO_ACTION,NORMAL,False
0,0,0.39897883,0,0.013173667,0,0.20246984,True,NO_ACTION,NORMAL,True
1,1,0.80823666,1,0.999298,1,0.90555334,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.84008944,1,0.91380495,1,0.87763625,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6071551,1,0.99948514,1,0.8069875,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.24665627,0,0.03739074,0,0.14006734,True,NO_ACTION,NORMAL,True
0,1,0.510661,0,0.30554864,0,0.40618747,False,NO_ACTION,NORMAL,True
1,1,0.9258414,1,0.98980576,1,0.95842147,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6883859,1,0.98201597,1,0.8379457,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6391789,1,0.94708806,1,0.7960117,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9621668,1,0.9937196,1,0.9782381,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.47201505,1,0.75399584,0,0.61564136,False,NO_ACTION,NORMAL,True
1,1,0.5194224,1,0.5075592,1,0.51337993,True,USER_ALERT,LOW,True
1,1,0.70541304,1,0.9579639,1,0.8340492,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.62796867,1,0.99925774,1,0.81708395,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8225054,1,0.9981256,1,0.9119572,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.85806936,1,0.9330448,1,0.89625794,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.47268406,1,0.9884206,0,0.7353733,False,NO_ACTION,NORMAL,False
1,0,0.49583238,1,0.9896751,0,0.74737,False,NO_ACTION,NORMAL,False
1,1,0.8278366,1,0.9972174,1,0.9141103,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9538387,1,0.9474527,1,0.950586,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6780069,1,0.98426026,1,0.83399636,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7628718,1,0.9981323,1,0.8827012,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6077218,1,0.8484538,1,0.7303381,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5070622,1,0.8853047,1,0.6997192,True,USER_ALERT,LOW,True
1,1,0.8359854,1,0.9952121,1,0.91708714,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.49869463,1,0.763505,0,0.6335752,False,NO_ACTION,NORMAL,False
1,1,0.5772541,1,0.98967665,1,0.7873206,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9833191,1,0.9982291,1,0.9909135,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7281024,1,0.99916446,1,0.86616725,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9454419,1,0.9923987,1,0.9693592,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8045795,1,0.99871624,1,0.90346265,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.500935,1,0.9617656,1,0.735658,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7600385,1,0.9990294,1,0.881768,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7505887,1,0.9969312,1,0.87606275,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5349774,1,0.9918345,1,0.7676765,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.45979378,1,0.9679251,0,0.7186093,False,NO_ACTION,NORMAL,False
1,1,0.88152725,1,0.9945933,1,0.9391172,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.75115436,1,0.9989794,1,0.8773835,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.2642568,0,0.00049914693,0,0.12991244,True,NO_ACTION,NORMAL,True
1,1,0.9580786,1,0.99924916,1,0.9790487,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.97575444,1,0.9970799,1,0.98661655,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.42446575,0,0.008090244,0,0.21238583,True,NO_ACTION,NORMAL,True
1,1,0.93863237,1,0.9980154,1,0.968879,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.46327525,0,0.0097523425,0,0.23227438,True,NO_ACTION,NORMAL,True
0,0,0.43590584,0,0.017304944,0,0.22269242,True,NO_ACTION,NORMAL,True
1,1,0.9396835,1,0.9955166,1,0.96812195,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.3737955,0,0.0006672875,0,0.18374349,True,NO_ACTION,NORMAL,True
1,0,0.46566412,1,0.99626654,0,0.73592526,False,NO_ACTION,NORMAL,False
0,0,0.41352198,0,0.001928017,0,0.20387752,True,NO_ACTION,NORMAL,True
1,1,0.6535292,1,0.9994178,1,0.8297068,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.76722914,1,0.9796219,1,0.8754109,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6981848,1,0.99882597,1,0.8513157,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.5208828,0,0.00064472505,0,0.2559007,False,NO_ACTION,NORMAL,True
0,0,0.3672475,0,0.00048328002,0,0.18043697,True,NO_ACTION,NORMAL,True
1,1,0.9463805,1,0.9990582,1,0.97321177,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.4728881,1,0.9982961,0,0.74050343,False,NO_ACTION,NORMAL,False
1,1,0.63746953,1,0.99947435,1,0.8218559,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.37897956,0,0.0052399132,0,0.18861611,True,NO_ACTION,NORMAL,True
1,1,0.52158326,1,0.9987508,1,0.76462746,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7453517,1,0.9988631,1,0.87447715,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.7598796,0,0.46354157,0,0.6089405,False,NO_ACTION,NORMAL,True
1,1,0.63594395,1,0.9970395,1,0.81986713,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7633724,1,0.99702495,1,0.8823828,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9466903,1,0.99508,1,0.97133744,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.26051486,0,0.00019274121,0,0.12792037,True,NO_ACTION,NORMAL,True
1,1,0.53514,1,0.99877614,1,0.77129203,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6344203,1,0.9983936,1,0.8198093,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.946669,1,0.9905477,1,0.9690185,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.43442422,0,0.003608141,0,0.21498904,True,NO_ACTION,NORMAL,True
1,1,0.61097395,1,0.94999665,1,0.7836544,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8657074,1,0.9931589,1,0.93062454,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.509956,1,0.9739464,1,0.7462884,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7361148,1,0.98925704,1,0.8650522,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.73679817,1,0.99762803,1,0.8696513,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8326697,1,0.9990885,1,0.9174347,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.74440855,1,0.9951735,1,0.87213516,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.74466723,1,0.9989255,1,0.8741731,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.94418573,1,0.99887866,1,0.9720435,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.85846734,1,0.99755645,1,0.9293121,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.4330646,0,0.029101977,0,0.22730716,True,NO_ACTION,NORMAL,True
1,1,0.78834194,1,0.97334915,1,0.8825749,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7075969,1,0.99906355,1,0.8560548,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.47881886,1,0.9756369,0,0.73187196,False,NO_ACTION,NORMAL,False
1,1,0.51366293,1,0.99518555,1,0.7589254,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8095004,1,0.9981528,1,0.90559006,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7649676,1,0.9959565,1,0.8826213,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6562322,1,0.9810619,1,0.82168347,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.3145538,0,0.013237936,0,0.16107924,True,NO_ACTION,NORMAL,True
1,0,0.48232794,1,0.9927649,0,0.74231786,False,NO_ACTION,NORMAL,False
1,1,0.77871835,1,0.9991134,1,0.8909761,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.53096515,0,0.008056811,0,0.264623,False,NO_ACTION,NORMAL,True
1,1,0.6189259,1,0.98565185,1,0.805717,True,VERIFY_AND_ALERT,MEDIUM,True
0,1,0.6765517,0,0.19743417,0,0.43251425,False,NO_ACTION,NORMAL,True
1,1,0.7076758,1,0.99194497,1,0.85246766,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.93406385,1,0.999424,1,0.9673549,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.45253885,1,0.9519591,0,0.7069174,False,NO_ACTION,NORMAL,False
1,1,0.55998915,1,0.99887353,1,0.78353393,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.3141255,0,0.00047239466,0,0.154367,True,NO_ACTION,NORMAL,True
1,1,0.9028433,1,0.95134175,1,0.9275459,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.2920489,0,0.026186874,0,0.15663268,True,NO_ACTION,NORMAL,True
1,1,0.92934686,1,0.9648101,1,0.94741,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7814533,1,0.9968635,1,0.891172,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8463206,1,0.9957039,1,0.9224087,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.4685161,0,0.0051782043,0,0.23251599,True,NO_ACTION,NORMAL,True
1,1,0.7444365,1,0.9978607,1,0.8735176,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7974398,1,0.9957266,1,0.8984368,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9908098,1,0.9984884,1,0.99472094,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5857731,1,0.97505856,1,0.78405476,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7184804,1,0.99929917,1,0.8615148,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.82316476,1,0.9971361,1,0.91177666,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7223504,1,0.99944025,1,0.8634855,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.568768,1,0.70743454,1,0.6393975,True,USER_ALERT,LOW,True
1,1,0.7726316,1,0.99454945,1,0.88566494,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.87484676,1,0.99852294,1,0.93784094,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9735083,1,0.99937433,1,0.9866831,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.32551607,0,0.00013430919,0,0.15978362,True,NO_ACTION,NORMAL,True
1,1,0.57327306,1,0.91116995,1,0.74538004,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.51104355,1,0.99395,1,0.7570108,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.94118714,1,0.99917644,1,0.97072387,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8003678,1,0.9986965,1,0.901386,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.67020077,1,0.98842645,1,0.83228827,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.49679017,0,0.00022983433,0,0.24386829,True,NO_ACTION,NORMAL,True
1,1,0.75822556,1,0.99869835,1,0.8807098,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.89511275,1,0.9968798,1,0.9469476,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.68809867,1,0.98159504,1,0.83759034,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.741816,1,0.99880815,1,0.87271434,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8295546,1,0.9958055,1,0.91423416,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5595628,1,0.99861515,1,0.7831931,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5938944,1,0.99281305,1,0.79708266,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9066279,1,0.9989644,1,0.9536593,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6406664,1,0.9991204,1,0.8232442,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.4410399,0,0.00067687867,0,0.216742,True,NO_ACTION,NORMAL,True
1,1,0.68442714,1,0.99478096,1,0.84250516,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5043861,1,0.958496,1,0.73568594,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8172811,1,0.9933182,1,0.9069452,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.510661,1,0.99812955,1,0.758952,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.27844903,0,0.00042860906,0,0.13683996,True,NO_ACTION,NORMAL,True
0,1,0.90419203,0,0.0018949765,0,0.44460908,False,NO_ACTION,NORMAL,True
1,1,0.5368042,1,0.9091761,1,0.72647095,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.81108856,1,0.99257845,1,0.90353006,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9800505,1,0.9992537,1,0.98983157,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.80558676,1,0.9916642,1,0.9003649,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.79886925,1,0.9995253,1,0.901073,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.63576466,1,0.9983096,1,0.8204261,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6602015,1,0.9944944,1,0.8304728,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.53964597,1,0.997535,1,0.77287066,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9776813,1,0.9987702,1,0.9884229,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.45355678,0,0.07826471,0,0.26240262,True,NO_ACTION,NORMAL,True
1,1,0.63097686,1,0.99800116,1,0.81791985,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.22952493,0,0.000899087,0,0.11307488,True,NO_ACTION,NORMAL,True
1,1,0.8690955,1,0.9985569,1,0.93503636,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.55964714,1,0.84241396,1,0.7036738,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.4746718,1,0.9910796,0,0.73770297,False,NO_ACTION,NORMAL,False
1,1,0.9021259,1,0.997523,1,0.9507162,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7601849,1,0.9979315,1,0.8812806,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.71494776,1,0.9993456,1,0.85980517,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.47929648,0,0.001475939,0,0.23591967,True,NO_ACTION,NORMAL,True
1,1,0.77860194,1,0.9967553,1,0.8897179,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.506378,0,0.00025625015,0,0.24858603,False,NO_ACTION,NORMAL,True
1,1,0.6222136,1,0.99840134,1,0.813824,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7059758,1,0.9980659,1,0.8547512,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5945535,1,0.99573565,1,0.7988947,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5306361,1,0.9933308,1,0.7663086,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5183475,1,0.98459333,1,0.75582874,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.33758825,0,0.012664348,0,0.172089,True,NO_ACTION,NORMAL,True
1,0,0.47961262,1,0.9947015,0,0.74197197,False,NO_ACTION,NORMAL,False
1,1,0.7984089,1,0.995001,1,0.8985427,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.77035385,1,0.998667,1,0.8866446,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5251686,1,0.95837307,1,0.7458203,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.62270606,1,0.9650433,1,0.7970748,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.36576626,0,0.0679836,0,0.21409133,True,NO_ACTION,NORMAL,True
1,1,0.8456085,1,0.9962276,1,0.92232597,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.5038525,0,0.1990485,0,0.34860128,False,NO_ACTION,NORMAL,True
1,0,0.48324108,1,0.918142,0,0.7047569,False,NO_ACTION,NORMAL,False
1,1,0.54985446,1,0.9740107,1,0.7658975,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.57610637,1,0.9654919,1,0.774439,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9400406,1,0.9992817,1,0.97021496,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8896462,1,0.9992508,1,0.9454731,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.87245667,1,0.9992267,1,0.93702674,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8216146,1,0.94838893,1,0.88618684,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6377191,0,0.46340522,0,0.54893273,False,NO_ACTION,NORMAL,False
0,0,0.29336652,0,0.12370699,0,0.20695081,True,NO_ACTION,NORMAL,True
1,1,0.81254804,1,0.9994122,1,0.9077269,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8656206,1,0.99893516,1,0.93352413,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9586205,1,0.99897516,1,0.97917503,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.52879363,1,0.9956873,1,0.7666049,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5742557,1,0.9871338,1,0.78455424,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.428623,1,0.9950001,0,0.7171059,False,NO_ACTION,NORMAL,False
1,1,0.5816186,1,0.922878,1,0.7554383,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.47162166,0,0.081357844,0,0.27284166,True,NO_ACTION,NORMAL,True
1,1,0.64710027,1,0.9992712,1,0.82647777,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6324957,1,0.99686915,1,0.8180885,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7605895,1,0.99200684,1,0.87846136,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.42907348,0,0.004259612,0,0.2126955,True,NO_ACTION,NORMAL,True
1,1,0.5605841,1,0.99800295,1,0.7833824,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.48240346,1,0.998599,0,0.7453265,False,NO_ACTION,NORMAL,False
1,1,0.914564,1,0.998517,1,0.9573253,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.89922726,1,0.99940395,1,0.95025206,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.7486223,0,0.12857835,0,0.43280435,False,NO_ACTION,NORMAL,True
